Security Code	Security Id	Ticker	Security Name	Current Price	Market Capitalization	Company Type	Industry Type	Macro-Economic Indicator	Sector	Industry	Industry Subgroup Name
500296	NAHARSPING	NSE:NAHARSPING	Nahar Spinning Mills Ltd	207.5	753.9315674	Micro Cap	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
500298	NAPEROL	NSE:NAPEROL	Naperol Investments Ltd	966.35	555.3613309	Micro Cap	Investment Company	Financial Services	Financial Services	Finance	Investment Company
500300	GRASIM	NSE:GRASIM	Grasim Industries Ltd	2866	194214.4632	Large Cap	Cement & Cement Products	Commodities	Construction Materials	Cement & Cement Products	Cement & Cement Products
500302	PEL	NSE:PEL	Piramal Enterprises Ltd	1133	25306.4459	Small Cap	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
500304	NIITLTD	NSE:NIITLTD	NIIT Ltd	108.15	1473.133882	Small Cap	Education	Consumer Discretionary	Consumer Services	Other Consumer Services	Education
500306	JAYKAY	NSE:JAYKAY	Jaykay Enterprises Ltd	230	2996.601	Small Cap	Aerospace & Defense	Industrials	Capital Goods	Aerospace & Defense	Aerospace & Defense
500307	NIRLON	NSE:NIRLON	Nirlon Ltd	509.95	4595.56905	Small Cap	Diversified Commercial Services	Services	Services	Commercial Services & Supplies	Diversified Commercial Services
500312	ONGC	NSE:ONGC	Oil and Natural Gas Corporation Ltd	252	317513.1347	Large Cap	Oil Exploration & Production	Energy	Oil, Gas & Consumable Fuels	Oil	Oil Exploration & Production
500313	OILCOUNTUB	NSE:OILCOUNTUB	Oil Country Tubular Ltd	70.01	363.9786406	SME	Oil Equipment & Services	Energy	Oil, Gas & Consumable Fuels	Oil	Oil Equipment & Services
500314	ORIENTHOT	NSE:ORIENTHOT	Oriental Hotels Ltd	126	2234.45598	Small Cap	Hotels & Resorts	Consumer Discretionary	Consumer Services	Leisure Services	Hotels & Resorts
500317	OSWALAGRO	NSE:OSWALAGRO	Oswal Agro Mills Ltd	72.74	976.4231791	Micro Cap	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
500319	INDSUCR	NSE:INDSUCR	Indian Sucrose Ltd	89	154.65263	SME	Sugar	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Sugar
500322	PANCM	NSE:PANCM	Panyam Cements & Mineral Industries Ltd	135.9	109.0107939	SME	Cement & Cement Products	Commodities	Construction Materials	Cement & Cement Products	Cement & Cement Products
500325	RELIANCE	NSE:RELIANCE	Reliance Industries Ltd	1448	1959006.093	Large Cap	Refineries & Marketing	Energy	Oil, Gas & Consumable Fuels	Petroleum Products	Refineries & Marketing
500327	PILITA	NSE:PILITA	Pil Italica Lifestyle Ltd	12.15	287.8873202	SME	Plastic Products - Consumer	Consumer Discretionary	Consumer Durables	Consumer Durables	Plastic Products - Consumer
500330	RAYMOND	NSE:RAYMOND	Raymond Ltd	578.1	3847.338006	Small Cap	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
500331	PIDILITIND	NSE:PIDILITIND	Pidilite Industries Ltd	1516	77182.98289	Mid Cap	Specialty Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Specialty Chemicals
500333	PIXTRANS	NSE:PIXTRANS	Pix Transmissions Ltd	1444	1967.47888	Small Cap	Rubber	Industrials	Capital Goods	Industrial Products	Rubber
500335	BIRLACORPN	NSE:BIRLACORPN	Birla Corporation Ltd	1178.2	9072.768783	Small Cap	Cement & Cement Products	Commodities	Construction Materials	Cement & Cement Products	Cement & Cement Products
500336	SURYAROSNI	NSE:SURYAROSNI	Surya Roshni Ltd	268.45	5841.485688	Small Cap	Iron & Steel Products	Industrials	Capital Goods	Industrial Products	Iron & Steel Products
500337	PRIMESECU	NSE:PRIMESECU	Prime Securities Ltd	276.55	930.4612835	Micro Cap	Other Financial Services	Financial Services	Financial Services	Finance	Other Financial Services
500338	PRSMJOHNSN	NSE:PRSMJOHNSN	Prism Johnson Ltd	161.95	8119.271742	Small Cap	Cement & Cement Products	Commodities	Construction Materials	Cement & Cement Products	Cement & Cement Products
500339	RAIN	NSE:RAIN	Rain Industries Ltd	129.37	4340.451114	Small Cap	Petrochemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Petrochemicals
500342	PRUDMOULI	NSE:PRUDMOULI	Prudential Sugar Corporation Ltd	27.99	90.2733472	SME	Sugar	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Sugar
500343	AMJLAND	NSE:AMJLAND	AMJ Land Holdings Ltd	54	222.7123216	SME	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
500346	PUNJCOMMU	NSE:PUNJCOMMU	Punjab Communications Ltd	52.99	63.7128464	SME	Telecom - Equipment & Accessories	Telecommunication	Telecommunication	Telecom - Equipment & Accessories	Telecom - Equipment & Accessories
500350	RSWM	NSE:RSWM	RSWM Ltd	146.95	691.387746	Micro Cap	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
500354	RAJSREESUG	NSE:RAJSREESUG	Rajshree Sugars & Chemicals Ltd	39.15	130.9503746	SME	Sugar	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Sugar
500355	RALLIS	NSE:RALLIS	Rallis India Ltd	282.05	5428.599958	Small Cap	Pesticides & Agrochemicals	Commodities	Chemicals	Fertilizers & Agrochemicals	Pesticides & Agrochemicals
500356	RAMANEWS	NSE:RAMANEWS	Shree Rama Newsprint Ltd	29.95	442.2772063	SME	Paper & Paper Products	Commodities	Forest Materials	Paper, Forest & Jute Products	Paper & Paper Products
500357	RAMAPPR-B	NSE:RAMAPPR-B	Rama Paper Mills Ltd	9.05	8.7465835	SME	Paper & Paper Products	Commodities	Forest Materials	Paper, Forest & Jute Products	Paper & Paper Products
500360	RAPICUT	NSE:RAPICUT	Rapicut Carbides Ltd	73.15	39.2906506	SME	Industrial Products	Industrials	Capital Goods	Industrial Manufacturing	Industrial Products
500365	WELSPLSOL	NSE:WELSPLSOL	Welspun Specialty Solutions Ltd	37.2	0	SME	Iron & Steel Products	Industrials	Capital Goods	Industrial Products	Iron & Steel Products
500366	ROLTA	NSE:ROLTA	Rolta India Ltd	1.81	30.0263243	SME	IT Enabled Services	Information Technology	Information Technology	IT - Services	IT Enabled Services
500367	RUBFILA	NSE:RUBFILA	Rubfila International Ltd	80.8	438.4815781	SME	Rubber	Industrials	Capital Goods	Industrial Products	Rubber
500368	PATANJALI	NSE:PATANJALI	Patanjali Foods Ltd	594.85	21521.19618	Small Cap	Edible Oil	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Edible Oil
500370	SALORAINTL	NSE:SALORAINTL	Salora International Ltd	44.08	38.82258	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
500378	JINDALSAW	NSE:JINDALSAW	Jindal Saw Ltd	186.8	11913.76253	Small Cap	Iron & Steel Products	Industrials	Capital Goods	Industrial Products	Iron & Steel Products
500380	JKLAKSHMI	NSE:JKLAKSHMI	JK Lakshmi Cement Ltd	838.25	10406.40433	Small Cap	Cement & Cement Products	Commodities	Construction Materials	Cement & Cement Products	Cement & Cement Products
500387	SHREECEM	NSE:SHREECEM	Shree Cement Ltd	28970	104102.0979	Large Cap	Cement & Cement Products	Commodities	Construction Materials	Cement & Cement Products	Cement & Cement Products
500388	SKPMIL	NSE:SKPMIL	Shree Krishna Paper Mills & Industries Ltd	97.74	132.1607996	SME	Paper & Paper Products	Commodities	Forest Materials	Paper, Forest & Jute Products	Paper & Paper Products
500389	SILVERLINE	NSE:SILVERLINE	Silverline Technologies Ltd	14.39	224.3797	SME	Software Products	Information Technology	Information Technology	IT - Software	Software Products
500390	RELINFRA	NSE:RELINFRA	Reliance Infrastructure Ltd	228.95	9388.9956	Small Cap	Integrated Power Utilities	Utilities	Power	Power	Integrated Power Utilities
500400	TATAPOWER	NSE:TATAPOWER	Tata Power Company Ltd	396.7	127014.7253	Large Cap	Integrated Power Utilities	Utilities	Power	Power	Integrated Power Utilities
500402	SPMLINFRA	NSE:SPMLINFRA	SPML Infra Ltd	225.33	1628.049597	Small Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
500403	SUNDRMFAST	NSE:SUNDRMFAST	Sundram Fasteners Ltd	981	20613.58623	Small Cap	Auto Components & Equipments	Consumer Discretionary	Automobile and Auto Components	Auto Components	Auto Components & Equipments
500404	SUNFLAG	NSE:SUNFLAG	Sunflag Iron & Steel Company Ltd	260.7	4714.577401	Small Cap	Iron & Steel Products	Industrials	Capital Goods	Industrial Products	Iron & Steel Products
500405	SPLPETRO	NSE:SPLPETRO	Supreme Petrochem Ltd	799	15112.23516	Small Cap	Petrochemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Petrochemicals
500407	SWARAJENG	NSE:SWARAJENG	Swaraj Engines Ltd	4057.1	4928.346115	Small Cap	Compressors- Pumps & Diesel Engines	Industrials	Capital Goods	Industrial Products	Compressors, Pumps & Diesel Engines
500408	TATAELXSI	NSE:TATAELXSI	Tata Elxsi Ltd	5487.5	34090.07496	Mid Cap	Computers - Software & Consulting	Information Technology	Information Technology	IT - Software	Computers - Software & Consulting
500410	ACC	NSE:ACC	ACC Ltd	1857.3	34877.71757	Mid Cap	Cement & Cement Products	Commodities	Construction Materials	Cement & Cement Products	Cement & Cement Products
500411	THERMAX	NSE:THERMAX	Thermax Ltd	3181	35833.16975	Mid Cap	Heavy Electrical Equipment	Industrials	Capital Goods	Electrical Equipment	Heavy Electrical Equipment
500412	TIRUMALCHM	NSE:TIRUMALCHM	Thirumalai Chemicals Ltd	280	3322.373331	Small Cap	Commodity Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Commodity Chemicals
500413	THOMASCOOK	NSE:THOMASCOOK	Thomas Cook (India) Ltd	163.16	7600.229553	Small Cap	Tour, Travel Related Services	Consumer Discretionary	Consumer Services	Leisure Services	Tour, Travel Related Services
500414	TIMEX	NSE:TIMEX	Timex Group India Ltd	374.7	3782.596623	Small Cap	Gems- Jewellery And Watches	Consumer Discretionary	Consumer Durables	Consumer Durables	Gems, Jewellery And Watches
500418	TOKYOPLAST	NSE:TOKYOPLAST	Tokyo Plast International Ltd	126.07	119.7841747	SME	Plastic Products - Consumer	Consumer Discretionary	Consumer Durables	Consumer Durables	Plastic Products - Consumer
500420	TORNTPHARM	NSE:TORNTPHARM	Torrent Pharmaceuticals Ltd	3620	122517.271	Large Cap	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
500421	TPINDIA	NSE:TPINDIA	TPI India Ltd	16.9	72.6082457	SME	Packaging	Industrials	Capital Goods	Industrial Products	Packaging
500422	TRANSCHEM	NSE:TRANSCHEM	Transchem Ltd	68.88	84.3091166	SME	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
500425	AMBUJACEM	NSE:AMBUJACEM	Ambuja Cements Ltd	565	139657.9995	Large Cap	Cement & Cement Products	Commodities	Construction Materials	Cement & Cement Products	Cement & Cement Products
500426	UTLINDS	NSE:UTLINDS	UTL Industries Ltd	1.38	4.5477899	SME	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
500429	UNIENTER	NSE:UNIENTER	Uniphos Enterprises Ltd	146.01	1015.43848	Small Cap	Trading - Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Trading - Chemicals
500439	VHL	NSE:VHL	Vardhman Holdings Ltd	4222	1347.466077	Small Cap	Investment Company	Financial Services	Financial Services	Finance	Investment Company
500440	HINDALCO	NSE:HINDALCO	Hindalco Industries Ltd	790	177249.282	Large Cap	Aluminium	Commodities	Metals & Mining	Non - Ferrous Metals	Aluminium
500444	WSTCSTPAPR	NSE:WSTCSTPAPR	West Coast Paper Mills Ltd	457	3025.356089	Small Cap	Paper & Paper Products	Commodities	Forest Materials	Paper, Forest & Jute Products	Paper & Paper Products
500449	HOCL	NSE:HOCL	Hindustan Organic Chemicals Ltd	33.31	223.7535387	SME	Commodity Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Commodity Chemicals
500450	MPILCORPL	NSE:MPILCORPL	MPIL Corporation Ltd	565	32.2941	SME	Other Financial Services	Financial Services	Financial Services	Finance	Other Financial Services
500456	PASUPTAC	NSE:PASUPTAC	Pasupati Acrylon Ltd	44.05	392.6313427	SME	Petrochemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Petrochemicals
500458	KORE	NSE:KORE	Kore Foods Ltd	34.56	88.6464035	SME	Other Food Products	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Food Products	Other Food Products
500459	PGHH	NSE:PGHH	Procter & Gamble Hygiene and Health Care Ltd	13705	44517.79912	Mid Cap	Personal Care	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Personal Products	Personal Care
500460	MUKANDLTD	NSE:MUKANDLTD	Mukand Ltd	129.01	1861.698454	Small Cap	Iron & Steel	Commodities	Metals & Mining	Ferrous Metals	Iron & Steel
500463	BBOX	NSE:BBOX	Black Box Ltd	555.9	9456.148483	Small Cap	IT Enabled Services	Information Technology	Information Technology	IT - Services	IT Enabled Services
500464	UCAL	NSE:UCAL	Ucal Ltd	122.1	273.9784209	SME	Auto Components & Equipments	Consumer Discretionary	Automobile and Auto Components	Auto Components	Auto Components & Equipments
500467	HARRMALAYA	NSE:HARRMALAYA	Harrisons Malayalam Ltd	200.1	377.0528047	SME	Rubber	Industrials	Capital Goods	Industrial Products	Rubber
500469	FEDERALBNK	NSE:FEDERALBNK	Federal Bank Ltd	227	55869.39973	Mid Cap	Private Sector Bank	Financial Services	Financial Services	Banks	Private Sector Bank
500470	TATASTEEL	NSE:TATASTEEL	Tata Steel Ltd	174	217275.763	Large Cap	Iron & Steel	Commodities	Metals & Mining	Ferrous Metals	Iron & Steel
500472	SKFINDIA	NSE:SKFINDIA	SKF India Ltd	2200	10876.3512	Small Cap	Abrasives & Bearings	Industrials	Capital Goods	Industrial Products	Abrasives & Bearings
500477	ASHOKLEY	NSE:ASHOKLEY	Ashok Leyland Ltd	137.7	80930.45165	Large Cap	Commercial Vehicles	Industrials	Capital Goods	Agricultural, Commercial & Construction Vehicles	Commercial Vehicles
500480	CUMMINSIND	NSE:CUMMINSIND	Cummins India Ltd	4071.4	112859.246	Large Cap	Compressors- Pumps & Diesel Engines	Industrials	Capital Goods	Industrial Products	Compressors, Pumps & Diesel Engines
500483	TATACOMM	NSE:TATACOMM	Tata Communications Ltd	1852.3	52790.55139	Mid Cap	Telecom - Cellular & Fixed line services	Telecommunication	Telecommunication	Telecom - Services	Telecom - Cellular & Fixed line services
500488	ABBOTINDIA	NSE:ABBOTINDIA	Abbott India Ltd	30100	63956.781	Mid Cap	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
500490	BAJAJHLDNG	NSE:BAJAJHLDNG	Bajaj Holdings & Investment Ltd	13110	146228.0159	Large Cap	Holding Company	Financial Services	Financial Services	Finance	Holding Company
500493	BHARATFORG	NSE:BHARATFORG	Bharat Forge Ltd	1296	62279.41418	Mid Cap	Auto Components & Equipments	Consumer Discretionary	Automobile and Auto Components	Auto Components	Auto Components & Equipments
500495	ESCORTS	NSE:ESCORTS	Escorts Kubota Ltd	3666	40335.165	Mid Cap	Tractors	Industrials	Capital Goods	Agricultural, Commercial & Construction Vehicles	Tractors
500500	HINDMOTORS	NSE:HINDMOTORS	Hindustan Motors Ltd	20.69	406.5587199	SME	Passenger Cars & Utility Vehicles	Consumer Discretionary	Automobile and Auto Components	Automobiles	Passenger Cars & Utility Vehicles
500510	LT	NSE:LT	Larsen & Toubro Ltd	3916	538770.4488	Large Cap	Civil Construction	Industrials	Construction	Construction	Civil Construction
500520	M&M	NSE:M&M	Mahindra & Mahindra Ltd	3627.5	435167.2829	Large Cap	Passenger Cars & Utility Vehicles	Consumer Discretionary	Automobile and Auto Components	Automobiles	Passenger Cars & Utility Vehicles
500530	BOSCHLTD	NSE:BOSCHLTD	Bosch Ltd	38860	115211.9818	Large Cap	Auto Components & Equipments	Consumer Discretionary	Automobile and Auto Components	Auto Components	Auto Components & Equipments
500540	PREMIER	NSE:PREMIER	Premier Ltd	3.58	10.8151009	SME	Industrial Products	Industrials	Capital Goods	Industrial Manufacturing	Industrial Products
500547	BPCL	NSE:BPCL	Bharat Petroleum Corporation Ltd	331.4	71620.25969	Mid Cap	Refineries & Marketing	Energy	Oil, Gas & Consumable Fuels	Petroleum Products	Refineries & Marketing
500550	SIEMENS	NSE:SIEMENS	Siemens Ltd	3155.1	112216.7737	Large Cap	Heavy Electrical Equipment	Industrials	Capital Goods	Electrical Equipment	Heavy Electrical Equipment
500570	TATAMOTORS	NSE:TATAMOTORS	Tata Motors Ltd	405.8	149422.4867	Large Cap	Passenger Cars & Utility Vehicles	Consumer Discretionary	Automobile and Auto Components	Automobiles	Passenger Cars & Utility Vehicles
500575	VOLTAS	NSE:VOLTAS	Voltas Ltd	1436.3	47491.20133	Mid Cap	Household Appliances	Consumer Discretionary	Consumer Durables	Consumer Durables	Household Appliances
500620	GESHIP	NSE:GESHIP	Great Eastern Shipping Company Ltd	1018.8	14545.11197	Small Cap	Shipping	Services	Services	Transport Services	Shipping
500645	DEEPAKFERT	NSE:DEEPAKFERT	Deepak Fertilisers & Petrochemicals Corporation Ltd	1430	18171.72225	Small Cap	Commodity Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Commodity Chemicals
500650	EXCELINDUS	NSE:EXCELINDUS	Excel Industries Ltd	1131	1416.55105	Small Cap	Specialty Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Specialty Chemicals
500655	GRWRHITECH	NSE:GRWRHITECH	Garware Hi-Tech Films Ltd	3500	8131.3365	Small Cap	Plastic Products - Industrial	Industrials	Capital Goods	Industrial Products	Plastic Products - Industrial
500660	GLAXO	NSE:GLAXO	GlaxoSmithKline Pharmaceuticals Ltd	2755.5	46679.8233	Mid Cap	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
500670	GNFC	NSE:GNFC	Gujarat Narmada Valley Fertilizers & Chemicals Ltd	499.05	7345.557917	Small Cap	Commodity Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Commodity Chemicals
500672	NOVARTIND	NSE:NOVARTIND	Novartis India Ltd	876.55	2164.271167	Small Cap	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
500674	SANOFI	NSE:SANOFI	Sanofi India Ltd	4714.6	10834.34726	Small Cap	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
500680	PFIZER	NSE:PFIZER	Pfizer Ltd	5281	24159.37621	Small Cap	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
500690	GSFC	NSE:GSFC	Gujarat State Fertilizers & Chemicals Ltd	192.3	7669.491905	Small Cap	Fertilizers	Commodities	Chemicals	Fertilizers & Agrochemicals	Fertilizers
500696	HINDUNILVR	NSE:HINDUNILVR	Hindustan Unilever Ltd	2601	610796.8006	Large Cap	Diversified FMCG	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Diversified FMCG	Diversified FMCG
500710	AKZOINDIA	NSE:AKZOINDIA	Akzo Nobel India Ltd	3334	15175.59883	Small Cap	Paints	Consumer Discretionary	Consumer Durables	Consumer Durables	Paints
500730	NOCIL	NSE:NOCIL	NOCIL Ltd	182.13	3042.024585	Small Cap	Specialty Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Specialty Chemicals
500770	TATACHEM	NSE:TATACHEM	Tata Chemicals Ltd	905	23055.4361	Small Cap	Commodity Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Commodity Chemicals
500777	TNPETRO	NSE:TNPETRO	Tamilnadu Petroproducts Ltd	112.99	1019.430973	Small Cap	Petrochemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Petrochemicals
500780	ZUARIIND	NSE:ZUARIIND	Zuari Industries Ltd	357.55	1045.171	Small Cap	Sugar	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Sugar
500790	NESTLEIND	NSE:NESTLEIND	Nestle India Ltd	1275.8	122740.9615	Large Cap	Packaged Foods	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Food Products	Packaged Foods
500800	TATACONSUM	NSE:TATACONSUM	Tata Consumer Products Ltd	1159	114687.9062	Large Cap	Tea & Coffee	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Tea & Coffee
500820	ASIANPAINT	NSE:ASIANPAINT	Asian Paints Ltd	2499.7	239762.3773	Large Cap	Paints	Consumer Discretionary	Consumer Durables	Consumer Durables	Paints
